1,6,3
2,19,6
3,59,9
4,167,11
5,733,14
6,1435,17
7,3177,16
8,5226,17
9,61086,24
10,215507,26
11,757855,29
12,1928052,29
13,2651266,30
14,17245454,36
15,61580555,39
16,88420352,38
